athlete,club,city,state/province,country
"Wolfinger, Barbara",Marietta College Rowing Alumni,Marietta,Ohio,US
"Lowe, Robbie",Marina Aquatic Center Junior Rowing,Marina del Rey,California,US
"Algert, Mitchell",Marina Aquatic Center Junior Rowing,Marina del Rey,California,US
"Blair, Abby",Marina Aquatic Center Junior Rowing,Marina del Rey,California,US
"choe, kevin",Marina Aquatic Center Junior Rowing,Marina del Rey,California,US
"Farrar, Tess",Marina Aquatic Center Junior Rowing,Marina del Rey,California,US
"Gray, Alissa",Marina Aquatic Center Junior Rowing,Marina del Rey,California,US
"Harros, Kyle",Marina Aquatic Center Junior Rowing,Marina del Rey,California,US
"Hendriks, Jacqueline",Marina Aquatic Center Junior Rowing,Marina del Rey,California,US
"Kim, Emily",Marina Aquatic Center Junior Rowing,Marina del Rey,California,US
"Lynn, Sophia",Marina Aquatic Center Junior Rowing,Marina del Rey,California,US
"Oser, Alexandria",Marina Aquatic Center Junior Rowing,Marina del Rey,California,US
"Salumbides, Avery",Marina Aquatic Center Junior Rowing,Marina del Rey,California,US
"Thompson, Jenna",Marina Aquatic Center Junior Rowing,Marina del Rey,California,US
"Ulin, Alexandra",Marina Aquatic Center Junior Rowing,Marina del Rey,California,US
"Schumaker, Grace",Rowla,Marina del Rey,California,US
"Viviani, Nicole",Rowla,Marina del Rey,California,US
"Smith, Gregory",Lake Quinsigamond Community Rowing Club,Medford,Massachusetts,US
"Averwater, Kathryn",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Bishop, Nicole",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Blake, Olivia",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Brokars, John",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Earl, Grant",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Fentress, Scott",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Flynn, Kelsey",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Foras, Pierre de",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Garcia, Gracio",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Greenlee, Logan",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Hanson, Heather",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Hardin, Chad",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Harrington, Gerry",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Harwood, Lou",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Jerril, Rica",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Jones, Justin",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Kostiw, Jennifer",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Kreh, Jeanine",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Lasic, Igor",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Leahy, Frank",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Lister, David",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Lovric, Petar",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Maldonado, Luisa",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Mancini, Kelsey",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Marshall, Geoff",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"McDonough, Jillise",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"McGowan, Bill",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"McIntire, Kristen",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Mercier Lafond, Laurence",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Miller, Will",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Mulvey, Kara",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Natale, Sara",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Norling, John",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"O'Connor, Brian",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"O'Toole, Larry",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Owston, Tom",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Pisinski, Victor",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Reynolds, Amanda",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Samuelson, Clare",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Simko, Steve",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Smallwood, Craig",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Sundquist, Peter",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Townsend, Veronica",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Wessel, Erik",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Williamson, Zach",Northeastern University Rowing Alumni,Medford,Massachusetts,US
"Ainsworth, Katherine",Tufts University Crew,Medford,Massachusetts,US
"Bell, Ryan",Tufts University Crew,Medford,Massachusetts,US
"Cohen, Matthew",Tufts University Crew,Medford,Massachusetts,US
"Conroy, Emma",Tufts University Crew,Medford,Massachusetts,US
"Fortson, Leah",Tufts University Crew,Medford,Massachusetts,US
"Frankel, Hannah",Tufts University Crew,Medford,Massachusetts,US
"Glass, Michael",Tufts University Crew,Medford,Massachusetts,US
"Hagedorn, Tyler",Tufts University Crew,Medford,Massachusetts,US
"Horwitz, Jackson",Tufts University Crew,Medford,Massachusetts,US
"Karam, Maria",Tufts University Crew,Medford,Massachusetts,US
"King, Kellie",Tufts University Crew,Medford,Massachusetts,US
"Lapadula, Jonathan",Tufts University Crew,Medford,Massachusetts,US
"Lichter, Elizabeth",Tufts University Crew,Medford,Massachusetts,US
"MacMillen, Andrew",Tufts University Crew,Medford,Massachusetts,US
"McCullough, Tyler",Tufts University Crew,Medford,Massachusetts,US
"Merchant, William",Tufts University Crew,Medford,Massachusetts,US
"Orzeske, Madeline",Tufts University Crew,Medford,Massachusetts,US
"Siegler, Rachel",Tufts University Crew,Medford,Massachusetts,US
"Sleigh, Claire",Tufts University Crew,Medford,Massachusetts,US
"Warren, Andrew",Tufts University Crew,Medford,Massachusetts,US
"Wells, Emma",Tufts University Crew,Medford,Massachusetts,US
"Williams, Jonathan",Tufts University Crew,Medford,Massachusetts,US
"Zhou, Zhuangchen",Tufts University Crew,Medford,Massachusetts,US
"DePalo, Anthony",Worcester Public High Schools,Medford,Massachusetts,US
"Smith, Ryan",Worcester Public High Schools,Medford,Massachusetts,US
"Mickus, Martynas",Florida Institute of Technology,Melbourne,Florida,US
"Aurelia, Gervasi,",Florida Institute of Technology,Melbourne,Florida,US
"Billig, Morgan",Florida Institute of Technology,Melbourne,Florida,US
"Coyle, Kevin",Florida Institute of Technology,Melbourne,Florida,US
"Evans, Aaron",Florida Institute of Technology,Melbourne,Florida,US
"Konecny, Andrew",Florida Institute of Technology,Melbourne,Florida,US
"Lukosevicius, Matas",Florida Institute of Technology,Melbourne,Florida,US
"Machen, Phillip",Florida Institute of Technology,Melbourne,Florida,US
"Martinez, Samantha",Florida Institute of Technology,Melbourne,Florida,US
"Painter, Kayleigh",Florida Institute of Technology,Melbourne,Florida,US
"Selakovic, Nikola",Florida Institute of Technology,Melbourne,Florida,US
"Troy, Taylor",Florida Institute of Technology,Melbourne,Florida,US
"Barberides, Scott",Florida Institute Of Technology Alumni Rowing Assn,Melbourne,Florida,US
"Benes, Jeff",Florida Institute Of Technology Alumni Rowing Assn,Melbourne,Florida,US
"Bertossa, Alec",Florida Institute Of Technology Alumni Rowing Assn,Melbourne,Florida,US
"Campione, Frank",Florida Institute Of Technology Alumni Rowing Assn,Melbourne,Florida,US
"Dalal, Casey",Florida Institute Of Technology Alumni Rowing Assn,Melbourne,Florida,US
"Gilbert, Ben",Florida Institute Of Technology Alumni Rowing Assn,Melbourne,Florida,US
"Jurgens, Bill",Florida Institute Of Technology Alumni Rowing Assn,Melbourne,Florida,US
"McLoughlin, Peter",Florida Institute Of Technology Alumni Rowing Assn,Melbourne,Florida,US
"Somosky, Stephen",Florida Institute Of Technology Alumni Rowing Assn,Melbourne,Florida,US
"Bridgeford, Paul",Melbourne Rowing Club,Melbourne,Victoria,AU
"Luxford, Ian",Melbourne University Boat Club,Melbourne,Victoria,AU
"Meredith, Gen",Melbourne University Boat Club,Melbourne,Victoria,AU
"Milne, Fiona",Melbourne University Boat Club,Melbourne,Victoria,AU
"Rees, Geoffrey",Melbourne University Boat Club,Melbourne,Victoria,AU
"Tieben, Samuel",Argonauten Ruderclub Meppen,Meppen,,DE
"Conlin, Shannon",Episcopal Academy - Pa,Merion Station,Pennsylvania,US
"Konopka, Josephine",Episcopal Academy - Pa,Merion Station,Pennsylvania,US
"Kresge, Schuyler",Episcopal Academy - Pa,Merion Station,Pennsylvania,US
"potter, Haley",Episcopal Academy - Pa,Merion Station,Pennsylvania,US
"Zecca, Laura",Episcopal Academy - Pa,Merion Station,Pennsylvania,US
"Anderson, Olivia",Merion Mercy Academy,Merion Station,Pennsylvania,US
"Braun, Emma",Merion Mercy Academy,Merion Station,Pennsylvania,US
"Farrell, Katie",Merion Mercy Academy,Merion Station,Pennsylvania,US
"Hecht, Caroline",Merion Mercy Academy,Merion Station,Pennsylvania,US
"Lamb, Morgan",Merion Mercy Academy,Merion Station,Pennsylvania,US
"Maurer, Sabina",Merion Mercy Academy,Merion Station,Pennsylvania,US
"McGill, Jeannie",Merion Mercy Academy,Merion Station,Pennsylvania,US
"Schrieber, Catherine",Merion Mercy Academy,Merion Station,Pennsylvania,US
"Zeris, Maria",Merion Mercy Academy,Merion Station,Pennsylvania,US
"August, Lindsay",Essex Rowing Club,Methuen,Massachusetts,US
"Dagher, Sarah",Essex Rowing Club,Methuen,Massachusetts,US
"DiFraia, Jake",Essex Rowing Club,Methuen,Massachusetts,US
"Donabedian, Grace",Essex Rowing Club,Methuen,Massachusetts,US
"Eberth, Molly",Essex Rowing Club,Methuen,Massachusetts,US
"Gibson, Meghan",Essex Rowing Club,Methuen,Massachusetts,US
"Giovenelli, Michele",Essex Rowing Club,Methuen,Massachusetts,US
"Gustafson, Tessa",Essex Rowing Club,Methuen,Massachusetts,US
"Higgins, Patricia",Essex Rowing Club,Methuen,Massachusetts,US
"Kapp, Thomas",Essex Rowing Club,Methuen,Massachusetts,US
"Lasek, Elizabeth",Essex Rowing Club,Methuen,Massachusetts,US
"Levey, Claire",Essex Rowing Club,Methuen,Massachusetts,US
"Mannix, Catherine",Essex Rowing Club,Methuen,Massachusetts,US
"Mendes, Antonio",Essex Rowing Club,Methuen,Massachusetts,US
"Moynihan, Brynn",Essex Rowing Club,Methuen,Massachusetts,US
"Moynihan, Cara",Essex Rowing Club,Methuen,Massachusetts,US
"Moynihan, Liam",Essex Rowing Club,Methuen,Massachusetts,US
"Netherton, Turner",Essex Rowing Club,Methuen,Massachusetts,US
"Reeves, Danielle",Essex Rowing Club,Methuen,Massachusetts,US
"Rex, Georgia",Essex Rowing Club,Methuen,Massachusetts,US
"Robbins Lentz, Cooper",Essex Rowing Club,Methuen,Massachusetts,US
"Silva-Landry, Zara",Essex Rowing Club,Methuen,Massachusetts,US
"Stevenson, Sheila",Essex Rowing Club,Methuen,Massachusetts,US
"Thibeau, Benjamin",Essex Rowing Club,Methuen,Massachusetts,US
"Thoren, Austin",Essex Rowing Club,Methuen,Massachusetts,US
"Walker, Jeanne",Essex Rowing Club,Methuen,Massachusetts,US
"Warshafsky, Brooke",Essex Rowing Club,Methuen,Massachusetts,US
"Williams, Jane",Essex Rowing Club,Methuen,Massachusetts,US
"Rivera, Connor",St. Joseph High School Crew / Falcon Rowing,Metuchen,New Jersey,US
"Zebrowski, Jonathan",St. Joseph High School Crew / Falcon Rowing,Metuchen,New Jersey,US
"Caraballo, Jorge",Club España,Mexico City,DF,MX
"Lopez, Juan",Club España,Mexico City,DF,MX
"Rodriguez, Alvaro",Club Espana Ac,Mexico City,Mexico City,MX
"Maher, Patrick",Belen Jesuit Prep. School,Miami,Florida,US
"Brennan, Daniel",Belen Jesuit Prep. School,Miami,Florida,US
"Burke, Christian",Belen Jesuit Prep. School,Miami,Florida,US
"Cabrera, Ivan",Belen Jesuit Prep. School,Miami,Florida,US
"Garcia, Joseph",Belen Jesuit Prep. School,Miami,Florida,US
"Giacosa, Daniel",Belen Jesuit Prep. School,Miami,Florida,US
"Gilbert, Ben",Belen Jesuit Prep. School,Miami,Florida,US
"Gonzalez, David",Belen Jesuit Prep. School,Miami,Florida,US
"Meagher, Conor",Belen Jesuit Prep. School,Miami,Florida,US
"Menendez, Jonathan",Belen Jesuit Prep. School,Miami,Florida,US
"Pacios, Alejandro",Belen Jesuit Prep. School,Miami,Florida,US
"Padron, Jorge",Belen Jesuit Prep. School,Miami,Florida,US
"Pinera, Fernando",Belen Jesuit Prep. School,Miami,Florida,US
"Prindle, Hunter",Belen Jesuit Prep. School,Miami,Florida,US
"Ugas, Santiago",Belen Jesuit Prep. School,Miami,Florida,US
"Waterhouse, Nicolas",Belen Jesuit Prep. School,Miami,Florida,US
"zumpano, lucas",Belen Jesuit Prep. School,Miami,Florida,US
"Camp, Lehne",Barry University,Miami,Florida,US
"Dasch, Angela",Barry University,Miami,Florida,US
"Desmond, Bethany",Barry University,Miami,Florida,US
"Dinkel, Stephanie",Barry University,Miami,Florida,US
"Foppoli, Anais",Barry University,Miami,Florida,US
"Girard, Manon",Barry University,Miami,Florida,US
"Girotto, Paola",Barry University,Miami,Florida,US
"Hartman, Ellen",Barry University,Miami,Florida,US
"Klak, Paula",Barry University,Miami,Florida,US
"Llano, Macarena",Barry University,Miami,Florida,US
"Momirov, Jelena",Barry University,Miami,Florida,US
"Patyi, Eva",Barry University,Miami,Florida,US
"rus alba, sara",Barry University,Miami,Florida,US
"Ugrenovic, Luna",Barry University,Miami,Florida,US
"De Vengoechea, Isabel",Miami Rowing and Watersports Center,Miami,Florida,US
"Duffy, Alexandra",Miami Rowing and Watersports Center,Miami,Florida,US
"Hernandez, Sarah",Miami Rowing and Watersports Center,Miami,Florida,US
"Herrera, Fabian",Miami Rowing and Watersports Center,Miami,Florida,US
"Mayor, Viking",Miami Rowing and Watersports Center,Miami,Florida,US
"Morrison, Gabriella",Miami Rowing and Watersports Center,Miami,Florida,US
"Prindle, Haleigh",Miami Rowing and Watersports Center,Miami,Florida,US
"Quintana, Camila",Miami Rowing and Watersports Center,Miami,Florida,US
"Ramos-Rivera, Antonio",Miami Rowing and Watersports Center,Miami,Florida,US
"Ray, Elizabeth",Miami Rowing and Watersports Center,Miami,Florida,US
"Schlesinger, Alexandra",Miami Rowing and Watersports Center,Miami,Florida,US
"Sorensen, Jacob",Miami Rowing and Watersports Center,Miami,Florida,US
"Suarez, Paulina",Miami Rowing and Watersports Center,Miami,Florida,US
"Velez, Miguel",Miami Rowing and Watersports Center,Miami,Florida,US
"Brand, Ely","Miami Beach Watersports Center, Inc.",Miami Beach,Florida,US
"Cereceda, Kemel","Miami Beach Watersports Center, Inc.",Miami Beach,Florida,US
"Dickson, Eliza","Miami Beach Watersports Center, Inc.",Miami Beach,Florida,US
"Fields, Gregg","Miami Beach Watersports Center, Inc.",Miami Beach,Florida,US
"Gelber, Sophie","Miami Beach Watersports Center, Inc.",Miami Beach,Florida,US
"Israel, Charles","Miami Beach Watersports Center, Inc.",Miami Beach,Florida,US
"Martinez, Alex","Miami Beach Watersports Center, Inc.",Miami Beach,Florida,US
"Tonini, Margherita","Miami Beach Watersports Center, Inc.",Miami Beach,Florida,US
"Viacava, Francisco","Miami Beach Watersports Center, Inc.",Miami Beach,Florida,US
"Berkel, Lauren",Susquehanna University,Middleburg,Pennsylvania,US
"Brady-Benzing, Keri",Susquehanna University,Middleburg,Pennsylvania,US
"Christopher, Natalie",Susquehanna University,Middleburg,Pennsylvania,US
"Cottrell, Gavin",Susquehanna University,Middleburg,Pennsylvania,US
"Falzarano, Gina",Susquehanna University,Middleburg,Pennsylvania,US
"Ghiorse, Jennifer",Susquehanna University,Middleburg,Pennsylvania,US
"Gutierrez, Amanda",Susquehanna University,Middleburg,Pennsylvania,US
"Hahn, James",Susquehanna University,Middleburg,Pennsylvania,US
"Hunsberger, Jena",Susquehanna University,Middleburg,Pennsylvania,US
"Marcocci, Tyler",Susquehanna University,Middleburg,Pennsylvania,US
"McGinty, Erin",Susquehanna University,Middleburg,Pennsylvania,US
"Minnium, George",Susquehanna University,Middleburg,Pennsylvania,US
"Reilly, Ian",Susquehanna University,Middleburg,Pennsylvania,US
"Rinaldi, Juliann",Susquehanna University,Middleburg,Pennsylvania,US
"Scanlon, Colleen",Susquehanna University,Middleburg,Pennsylvania,US
"Tishkevich, Lauren",Susquehanna University,Middleburg,Pennsylvania,US
"Vandetty, Krista",Susquehanna University,Middleburg,Pennsylvania,US
"Warren, Brooke",Susquehanna University,Middleburg,Pennsylvania,US
"West, Erica",Susquehanna University,Middleburg,Pennsylvania,US
"Baldwin, Sarah",Middlebury College Alumni Rowing Association,Middlebury,Vermont,US
"Domoracki, Kelsey",Middlebury College Alumni Rowing Association,Middlebury,Vermont,US
"Mix, Kalie",Middlebury College Alumni Rowing Association,Middlebury,Vermont,US
"Wolverton, Teresa",Middlebury College Alumni Rowing Association,Middlebury,Vermont,US
"Woods, Hallie",Middlebury College Alumni Rowing Association,Middlebury,Vermont,US
"Braddick, Valerie",Middlebury College Crew,Middlebury,Vermont,US
"Calvin, Amity",Middlebury College Crew,Middlebury,Vermont,US
"Cano, Courtney",Middlebury College Crew,Middlebury,Vermont,US
"Conlin, Jonah",Middlebury College Crew,Middlebury,Vermont,US
"Dawson, Mariah",Middlebury College Crew,Middlebury,Vermont,US
"Delabie, Ian",Middlebury College Crew,Middlebury,Vermont,US
"Floyd, Matthew",Middlebury College Crew,Middlebury,Vermont,US
"Funsten, Emily",Middlebury College Crew,Middlebury,Vermont,US
"Genova, Geoffrey",Middlebury College Crew,Middlebury,Vermont,US
"Hagman, Axel",Middlebury College Crew,Middlebury,Vermont,US
"Hoxie, Philip",Middlebury College Crew,Middlebury,Vermont,US
"Milazzo, Nick",Middlebury College Crew,Middlebury,Vermont,US
"Moynihan, Caroline",Middlebury College Crew,Middlebury,Vermont,US
"Nguyen, Huy",Middlebury College Crew,Middlebury,Vermont,US
